,user_id,screen_name,created_time,id_created_time,followers_count,friends_count,text,lang
983,1015162384518803456,mas_asmira,Mon Jul 22 05:29:27 +0000 2019,Fri Jul 06 09:15:48 +0000 2018,8,170,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
984,365392833,AmirulAmir46,Mon Jul 22 05:29:24 +0000 2019,Wed Aug 31 11:04:21 +0000 2011,328,219,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
985,302911678,DC2Smoove,Mon Jul 22 05:29:17 +0000 2019,Sun May 22 00:02:55 +0000 2011,3273,840,You don’t date women like this.. these types of women.. are your aunties that manage workers at a debt collecting a… https://t.co/WjwosMmKUs,en
986,1214797945,airaaddieson,Mon Jul 22 05:29:04 +0000 2019,Sun Feb 24 07:38:25 +0000 2013,588,21,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
988,268661931,dyana_anuar,Mon Jul 22 05:29:04 +0000 2019,Sat Mar 19 06:28:44 +0000 2011,418,270,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
992,774063303060496384,hanabsmn,Mon Jul 22 05:28:57 +0000 2019,Fri Sep 09 01:54:07 +0000 2016,255,223,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
993,726617619130806272,najaanajiah,Mon Jul 22 05:28:55 +0000 2019,Sun May 01 03:41:55 +0000 2016,737,621,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
994,404674390,AllienaSharif,Mon Jul 22 05:28:49 +0000 2019,Fri Nov 04 07:53:02 +0000 2011,651,277,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
995,1481159252,najiihxxhhh,Mon Jul 22 05:28:46 +0000 2019,Tue Jun 04 02:30:17 +0000 2013,920,812,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
996,209940212,AfiqIzzuddin__,Mon Jul 22 05:28:27 +0000 2019,Sat Oct 30 05:56:01 +0000 2010,748,446,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
997,270262425,ItsTheNeena,Mon Jul 22 05:28:21 +0000 2019,Tue Mar 22 08:53:57 +0000 2011,495,348,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
998,2899060291,carfilia,Mon Jul 22 05:28:12 +0000 2019,Fri Nov 14 05:04:56 +0000 2014,5,2,Fully Charged Reviews The New Mercedes Benz EQC #Mercedes-Benz-EQC https://t.co/a0XH399BJ2 https://t.co/07lMld9dnf,en
999,557722771,khairulnizam888,Mon Jul 22 05:28:09 +0000 2019,Thu Apr 19 13:37:44 +0000 2012,284,214,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1000,1070709400120131584,_shaynayaya,Mon Jul 22 05:28:08 +0000 2019,Thu Dec 06 15:59:48 +0000 2018,213,89,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1001,1070570466362834946,dannyellaiman,Mon Jul 22 05:27:50 +0000 2019,Thu Dec 06 06:47:44 +0000 2018,23,34,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1002,810957108,alifdanishhhh,Mon Jul 22 05:27:47 +0000 2019,Sat Sep 08 13:47:49 +0000 2012,813,394,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1003,40610729,twistyoats,Mon Jul 22 05:27:46 +0000 2019,Sun May 17 04:55:33 +0000 2009,94,644,I just entered to win The all-new Sprinter from Mercedes-Benz Vans! https://t.co/YtCTJ3zhJg,en
1004,777868814,_ftyns,Mon Jul 22 05:27:42 +0000 2019,Fri Aug 24 10:17:57 +0000 2012,114,86,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1005,332757421,puteeismadi,Mon Jul 22 05:27:36 +0000 2019,Sun Jul 10 11:01:18 +0000 2011,2101,551,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1006,441007878,anwarnazmi,Mon Jul 22 05:27:30 +0000 2019,Mon Dec 19 16:59:40 +0000 2011,561,284,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1007,1072894918941700098,roselianews,Mon Jul 22 05:27:30 +0000 2019,Wed Dec 12 16:44:16 +0000 2018,2235,22,"Nonchan tweeted:

""Thank you so much for today's 'BILIBILI MACRO LINK-STAR PHASE 2019' @ Mercedes-Benz Arena🌹🌹🌹
It… https://t.co/SOX2WvQRhH",en
1008,2256133682,nrfifharshd_,Mon Jul 22 05:27:15 +0000 2019,Sat Dec 21 07:29:43 +0000 2013,507,267,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1009,817812940011274241,Noa_Benz,Mon Jul 22 05:27:15 +0000 2019,Sat Jan 07 19:19:33 +0000 2017,283,137,RT @Iunartaegi: Speaking of buckubucku Thinking about how excited yoongi was for joon to perform LIKE look at him  https://t.co/zj8arGnewD,en
1010,816647454787563520,Kunmartino,Mon Jul 22 05:27:04 +0000 2019,Wed Jan 04 14:08:20 +0000 2017,1658,645,"RT @Kenechukwu_F: It became costly immediately Benz and pant issues started, because girls now see it as a replacement. https://t.co/aEqZos…",en
1011,3232297398,miemardznsyahab,Mon Jul 22 05:26:40 +0000 2019,Mon Jun 01 07:51:51 +0000 2015,286,238,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1012,994244927390269441,myraroslann,Mon Jul 22 05:26:38 +0000 2019,Wed May 09 15:57:17 +0000 2018,65,43,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1013,957783931,aniqmran,Mon Jul 22 05:26:38 +0000 2019,Mon Nov 19 16:22:37 +0000 2012,724,91,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1014,1443225504,_frhnjw,Mon Jul 22 05:26:32 +0000 2019,Mon May 20 08:54:11 +0000 2013,579,387,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1016,1065043733681324033,nancheese_,Mon Jul 22 05:26:24 +0000 2019,Wed Nov 21 00:46:28 +0000 2018,123,160,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1017,2491308012,aimsvevo,Mon Jul 22 05:26:11 +0000 2019,Mon May 12 11:36:48 +0000 2014,146,145,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1019,432360414,hawamizam,Mon Jul 22 05:25:54 +0000 2019,Fri Dec 09 09:39:51 +0000 2011,555,720,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1020,2213956573,abdullahkry,Mon Jul 22 05:25:54 +0000 2019,Mon Nov 25 11:50:52 +0000 2013,413,272,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1021,4156458373,asyranirodzi,Mon Jul 22 05:25:51 +0000 2019,Sat Nov 07 11:05:50 +0000 2015,250,210,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1022,584328119,alia_syaqeera,Mon Jul 22 05:25:46 +0000 2019,Sat May 19 01:41:22 +0000 2012,1324,708,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1024,3573931697,DEATHWILLFIND,Mon Jul 22 05:25:34 +0000 2019,Mon Sep 07 05:58:38 +0000 2015,3905,3166,RT @SharronBoi: Boy got a Benz truck https://t.co/GdZWyMhDO2,en
1025,888281437161480192,azrihaikall,Mon Jul 22 05:25:19 +0000 2019,Fri Jul 21 06:16:12 +0000 2017,616,393,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1026,1051311989627052032,dnieamin,Mon Jul 22 05:25:14 +0000 2019,Sun Oct 14 03:21:25 +0000 2018,46,68,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1027,870231494567968769,aizatnajmin,Mon Jul 22 05:25:04 +0000 2019,Thu Jun 01 10:52:11 +0000 2017,79,353,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1028,817812940011274241,Noa_Benz,Mon Jul 22 05:25:02 +0000 2019,Sat Jan 07 19:19:33 +0000 2017,283,137,RT @jamaisvugiaw: There is no group who can top this #MTVHottest BTS @BTS_twt  https://t.co/SRqo8cB4aK,en
1029,458576432,zairiazrol,Mon Jul 22 05:25:00 +0000 2019,Sun Jan 08 18:29:58 +0000 2012,604,574,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1030,403207946,LaGranda_,Mon Jul 22 05:24:22 +0000 2019,Wed Nov 02 05:17:17 +0000 2011,355,179,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1031,1011107366,ghajore,Mon Jul 22 05:24:15 +0000 2019,Fri Dec 14 13:03:59 +0000 2012,571,123,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1033,404700292,_aaysinN,Mon Jul 22 05:23:54 +0000 2019,Fri Nov 04 09:00:02 +0000 2011,432,193,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1034,727475915710599168,aienros,Mon Jul 22 05:23:49 +0000 2019,Tue May 03 12:32:28 +0000 2016,48,76,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1035,2358727506,nurisuraya,Mon Jul 22 05:23:44 +0000 2019,Mon Feb 24 01:03:58 +0000 2014,258,89,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1036,2561112110,mcdevaiiz,Mon Jul 22 05:23:30 +0000 2019,Wed Jun 11 10:53:12 +0000 2014,41,377,"RT @kowalski_1123: For those who'll be attending Aqours' performance at the Mercedes Benz Arena in Shanghai today, there's an exhibit of th…",en
1037,2405592188,izznurrrrr,Mon Jul 22 05:23:30 +0000 2019,Sun Mar 23 02:48:40 +0000 2014,164,164,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1038,2269323057,syedmadli,Mon Jul 22 05:23:27 +0000 2019,Wed Jan 08 18:56:54 +0000 2014,448,350,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1039,372694086,AfrinaEllysa,Mon Jul 22 05:23:27 +0000 2019,Tue Sep 13 07:33:15 +0000 2011,1122,522,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1040,1107984661,nora_johnny,Mon Jul 22 05:23:19 +0000 2019,Mon Jan 21 03:45:37 +0000 2013,392,606,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1041,1126480463621644288,alyaaamaninaaa,Mon Jul 22 05:23:15 +0000 2019,Thu May 09 13:34:06 +0000 2019,18,29,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1042,3581362872,nurinnfarisya,Mon Jul 22 05:22:59 +0000 2019,Wed Sep 16 09:56:30 +0000 2015,435,277,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1043,593544765,qilarozza_,Mon Jul 22 05:22:49 +0000 2019,Tue May 29 07:18:46 +0000 2012,1277,572,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1044,2987749465,Nrsyahrhh,Mon Jul 22 05:22:25 +0000 2019,Sun Jan 18 01:44:27 +0000 2015,222,195,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1045,383816041,OlaTheOG,Mon Jul 22 05:22:15 +0000 2019,Sun Oct 02 15:32:17 +0000 2011,50060,4459,"RT @Kenechukwu_F: It became costly immediately Benz and pant issues started, because girls now see it as a replacement. https://t.co/aEqZos…",en
1046,1066888279943860224,miraaazaini,Mon Jul 22 05:22:05 +0000 2019,Mon Nov 26 02:56:02 +0000 2018,69,231,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1047,828530281,fieeshamsudin,Mon Jul 22 05:21:52 +0000 2019,Mon Sep 17 07:03:18 +0000 2012,254,201,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1048,1047008991820304386,timilehin_awe,Mon Jul 22 05:21:38 +0000 2019,Tue Oct 02 06:22:50 +0000 2018,22,58,"RT @BrianJDennis: Abuja Big Boy Summary. 

1. White kaftan
2. Business plan
3. Oud perfume
4. Mercedes benz
5. Currently pursuing a contrac…",en
1050,960930856687644673,jj__wna,Mon Jul 22 05:21:26 +0000 2019,Tue Feb 06 17:39:04 +0000 2018,50,44,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1051,734338123610476544,ainnafarhana_,Mon Jul 22 05:21:23 +0000 2019,Sun May 22 11:00:26 +0000 2016,309,206,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1054,1056852046396051456,saherahonie1,Mon Jul 22 05:21:04 +0000 2019,Mon Oct 29 10:15:38 +0000 2018,43,40,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1055,1010145426547212288,sofreshsohawt,Mon Jul 22 05:20:58 +0000 2019,Fri Jun 22 13:00:12 +0000 2018,83,94,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1057,907258730311409669,_miss_haz_,Mon Jul 22 05:20:37 +0000 2019,Mon Sep 11 15:05:12 +0000 2017,93,180,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1059,727384646602919936,xxmenotyou,Mon Jul 22 05:20:31 +0000 2019,Tue May 03 06:29:48 +0000 2016,188,96,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1061,817812940011274241,Noa_Benz,Mon Jul 22 05:20:27 +0000 2019,Sat Jan 07 19:19:33 +0000 2017,283,137,RT @poutinghobi: my mom thinks im going to unstan bts after they disband so rt if ypure in this bangtan sonyeondan shit for life 😤 https://…,en
1062,2934439062,menadion_,Mon Jul 22 05:20:25 +0000 2019,Thu Dec 18 08:24:25 +0000 2014,1281,901,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1063,307182198,emansyahmie,Mon Jul 22 05:20:21 +0000 2019,Sun May 29 05:08:57 +0000 2011,234,211,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1064,1003558816833662976,nicuheyla,Mon Jul 22 05:20:15 +0000 2019,Mon Jun 04 08:47:21 +0000 2018,105,159,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1065,381167216,riyapola,Mon Jul 22 05:20:05 +0000 2019,Tue Sep 27 21:20:46 +0000 2011,58,103,"https://t.co/WEE4UCrNEZ ~  mercedes benz g550 2019 , low KM: GCC specs Free accident Full G550 kit… https://t.co/nWtHX3ytBn",en
1066,942413397806563329,Bhrulilmi,Mon Jul 22 05:20:01 +0000 2019,Sun Dec 17 15:17:18 +0000 2017,276,85,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1067,971711917008957440,_pijaaaaaaa,Mon Jul 22 05:19:46 +0000 2019,Thu Mar 08 11:39:09 +0000 2018,515,103,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1068,317230129,rukitori_,Mon Jul 22 05:19:36 +0000 2019,Tue Jun 14 16:39:10 +0000 2011,1034,764,"RT @kowalski_1123: For those who'll be attending Aqours' performance at the Mercedes Benz Arena in Shanghai today, there's an exhibit of th…",en
1069,2778841653,Davedknd,Mon Jul 22 05:19:31 +0000 2019,Sun Sep 21 11:52:30 +0000 2014,1252,1237,"RT @BrianJDennis: Abuja Big Boy Summary. 

1. White kaftan
2. Business plan
3. Oud perfume
4. Mercedes benz
5. Currently pursuing a contrac…",en
1072,824514182,noorhaslizainal,Mon Jul 22 05:19:02 +0000 2019,Sat Sep 15 04:05:34 +0000 2012,326,277,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1073,1037225132,ffarhana8,Mon Jul 22 05:18:49 +0000 2019,Wed Dec 26 14:10:56 +0000 2012,315,275,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1074,1037550581223632896,ainhoairin_,Mon Jul 22 05:18:42 +0000 2019,Thu Sep 06 03:58:30 +0000 2018,94,73,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1075,726832586,nocturnalfaza,Mon Jul 22 05:18:36 +0000 2019,Mon Jul 30 20:53:47 +0000 2012,845,501,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1076,777180803713204224,_amadlim,Mon Jul 22 05:18:29 +0000 2019,Sat Sep 17 16:21:57 +0000 2016,75,715,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1077,967289514,TrulyofAriffLee,Mon Jul 22 05:18:23 +0000 2019,Sat Nov 24 03:38:24 +0000 2012,716,874,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1078,572628047,kmliakhri,Mon Jul 22 05:18:22 +0000 2019,Sun May 06 13:28:04 +0000 2012,186,160,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1079,888664443789361152,afinatasya__,Mon Jul 22 05:18:14 +0000 2019,Sat Jul 22 07:38:08 +0000 2017,48,81,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1081,1006231935239143424,xmiamiaxmia,Mon Jul 22 05:17:59 +0000 2019,Mon Jun 11 17:49:23 +0000 2018,13,62,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1082,986786015074369536,AyuNrlAin,Mon Jul 22 05:17:59 +0000 2019,Thu Apr 19 01:58:14 +0000 2018,161,253,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1083,913943077,naanieno,Mon Jul 22 05:17:52 +0000 2019,Tue Oct 30 05:14:16 +0000 2012,195,273,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1084,2462766266,shaaajoseph,Mon Jul 22 05:17:41 +0000 2019,Fri Apr 25 06:09:14 +0000 2014,362,327,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1085,2541757830,adamphylls,Mon Jul 22 05:17:35 +0000 2019,Mon Jun 02 16:15:27 +0000 2014,600,545,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1086,712605819112534016,aimxnfxhmi,Mon Jul 22 05:17:28 +0000 2019,Wed Mar 23 11:44:01 +0000 2016,217,103,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1087,417392809,parksnox,Mon Jul 22 05:17:25 +0000 2019,Sun Nov 20 21:45:42 +0000 2011,386,3009,@AdvDali_Mpofu @BlackCulture_HM Tony was sent to jail for M/Benz gift,en
1088,2439855128,iNursyfqh,Mon Jul 22 05:17:18 +0000 2019,Sat Apr 12 10:52:30 +0000 2014,313,175,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1089,817812940011274241,Noa_Benz,Mon Jul 22 05:17:18 +0000 2019,Sat Jan 07 19:19:33 +0000 2017,283,137,"RT @gratefulforbts: Do y’all ever close your eyes just to focus on the richness of his voice?  
💜#MTVHottest BTS @BTS_twt #MGMAVOTE #BTS #S…",en
1090,3277222704,nurularifah1609,Mon Jul 22 05:17:17 +0000 2019,Sun Jul 12 08:20:45 +0000 2015,217,349,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1091,792219473637814272,IamJAU,Mon Jul 22 05:17:16 +0000 2019,Sat Oct 29 04:20:16 +0000 2016,214,795,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1092,776393385145806848,muhd_raeast,Mon Jul 22 05:17:12 +0000 2019,Thu Sep 15 12:13:02 +0000 2016,288,508,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1093,297890925,chanmiibb,Mon Jul 22 05:17:05 +0000 2019,Fri May 13 09:14:08 +0000 2011,362,1348,"RT @cl_everfox: Lee Sanghyuk says RPM stands for Rexus, Porsche, Mercedes-benz

AS EXPECTED OUR RICH BOY🤑💸😂 #SF9 #DAWON #다원 #에스에프나인 @SF9off…",en
1094,865680354,arraziarz_,Mon Jul 22 05:16:56 +0000 2019,Sun Oct 07 03:16:06 +0000 2012,800,554,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1095,817812940011274241,Noa_Benz,Mon Jul 22 05:16:54 +0000 2019,Sat Jan 07 19:19:33 +0000 2017,283,137,"RT @gcfshobi: still thinking about the fact that jin is the only member he calls hyung,, also HE SAID JIN HYUNG IN POUT he’s babie https://…",en
1096,272403172,aimanfiqhret12,Mon Jul 22 05:16:50 +0000 2019,Sat Mar 26 12:53:20 +0000 2011,869,554,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1097,1002592894924947457,aisyahmattial,Mon Jul 22 05:16:42 +0000 2019,Fri Jun 01 16:49:08 +0000 2018,46,76,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1098,912132780,nurulhanis__,Mon Jul 22 05:16:21 +0000 2019,Mon Oct 29 09:59:17 +0000 2012,433,430,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1099,3644222292,nena_sofea,Mon Jul 22 05:16:12 +0000 2019,Tue Sep 22 03:01:40 +0000 2015,107,125,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1101,105631463,ekin_jejai,Mon Jul 22 05:16:02 +0000 2019,Sun Jan 17 00:09:16 +0000 2010,594,366,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1102,1160323921,AliyyaZakaria,Mon Jul 22 05:15:41 +0000 2019,Fri Feb 08 14:28:46 +0000 2013,609,292,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1103,1171825076,Izs_zahraa,Mon Jul 22 05:15:25 +0000 2019,Tue Feb 12 12:27:51 +0000 2013,295,245,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1104,738078901,hafizulfhmi,Mon Jul 22 05:15:22 +0000 2019,Sun Aug 05 05:52:20 +0000 2012,455,302,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1105,3039709064,intnmnrnazrn,Mon Jul 22 05:15:14 +0000 2019,Tue Feb 24 14:06:30 +0000 2015,105,56,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1106,437640444,affhrsln,Mon Jul 22 05:15:13 +0000 2019,Thu Dec 15 17:20:09 +0000 2011,197,73,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1107,2171880546,ssadreena,Mon Jul 22 05:15:06 +0000 2019,Sun Nov 03 09:33:59 +0000 2013,968,201,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1108,3073215864,Lady_Kashmi,Mon Jul 22 05:15:04 +0000 2019,Wed Mar 11 14:48:27 +0000 2015,594,615,"RT @localbaghdaddy: Can’t fully appreciate a Benz unless you’ve been in a honda, so when you have a shitty ex understand that it’s meant to…",en
1109,822487900642123776,ayetiiiya,Mon Jul 22 05:15:01 +0000 2019,Fri Jan 20 16:56:11 +0000 2017,99,130,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1110,840447855932276736,PanjabMotors,Mon Jul 22 05:15:00 +0000 2019,Sat Mar 11 06:22:38 +0000 2017,333,1201,"Don’t chase the storm. Embrace it. 
The Mercedes-Benz GLE.

Choose @PanjabMotors 
Call: +91 73071 73071… https://t.co/05DemYrjTR",en
1112,377244409,bangchahn,Mon Jul 22 05:14:34 +0000 2019,Wed Sep 21 07:58:50 +0000 2011,1346,587,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1113,1078046124898955264,R9PRIME,Mon Jul 22 05:14:33 +0000 2019,Wed Dec 26 21:53:20 +0000 2018,457,950,@johnn_ng @2sumextent @CannavaroEra @Rmadridsfan @Rygista They think fotball is only scoring bicycles no if you wat… https://t.co/qz3PQ3yzZO,en
